"IDENTIFIER","AU APPLICATION NUMBER","SERIAL NUMBER","PCT APPLICATION NUMBER","WIPO APPLICATION NUMBER","TITLE","TYPE","FILING DATE","EARLIEST PRIORITY DATE","STATUS","INVENTORS","APPLICANTS","AGENTS","FIRST IPC MARK"
"2021290482","2021290482","","PCT/CN2021/073685","WO2021/253831","Vacuum liquid-filling needle and pressure relief valve therefor","STANDARD","2021-01-26","2020-06-16","ACCEPTED","LIU, Long; YAN, Ping; HUANG, Yuan; QU, Qiuyu","Suzhou Reveda Medical Biotech Co., Ltd.","FPA Patent Attorneys Pty Ltd","B65B39/00"
"2021103921","2021103921","","","","Eyedrop applicable to limbal stem cell deficiency and preparation","INNOVATION","2021-01-26","2020-06-03","GRANTED","CAO, Qilong; WANG, Fei; LI, Hui; DI, Guohu","Qingdao Haier Biotech Co.Ltd","Spruson & Ferguson","A61K35/28"
"2021323385","2021323385","","PCT/JP2021/002403","WO2022/085211","Process for producing dimethyl 2,3,5,6- tetrachloro-1,4-benzenedicarboxylate","STANDARD","2021-01-25","2020-10-20","GRANTED","TABUCHI, Toshihiko; SAKAI, Masaaki; ISHII, Teruhiko","SDS Biotech K.K.","FB Rice Pty Ltd","C07C45/65"
"2021210446","2021210446","","PCT/US2021/070073","WO2021/151119","Chimeric antigen receptors to HER2 and methods of use thereof","STANDARD","2021-01-23","2020-01-23","FILED","FROST, Gregory Ian; ONUFFER JR, James Joseph; KUNDU, Anirban; SHORT, Jay M; FREY, Gerhard; CHANG, Hwai Wen","BioAtla, Inc.; EXUMA Biotech Corp.","Dark IP","C07K14/705"
"2021314116","2021314116","","PCT/CN2021/073191","WO2022/016844","Interferon-based cancer treatment method and pharmaceutical composition","STANDARD","2021-01-22","2020-07-22","FILED","SUN, Li; ZHOU, Weidong; LIAO, Xiaojin; ZHUANG, Lu; HE, Ruoyi; ZHOU, Ting; ZENG, Lingying; YANG, Meihua; WANG, Shiyuan; ZHENG, Jiehua; ZHANG, Linzhong","BIOSTEED GENE TRANSFORMATION TECH. CO., LTD.; Xiamen Amoytop Biotech Co., Ltd.","FB Rice Pty Ltd","A61K38/21"
"2021200453","2021200453","","","","Chimeric antigen receptors targeting BCMA and methods of use thereof","STANDARD","2021-01-22","2016-08-10","GRANTED","FAN, Xiaohu; ZHUANG, Qiuchuan; WANG, Pingyan; WANG, Lin; YANG, Lei; HAO, Jiaying; ZHAO, Dan; HE, Xian","LEGEND BIOTECH IRELAND LIMITED","Griffith Hack","C07K19/00"
"2021200400","2021200400","","","","Protoxin-II variants and methods of use","STANDARD","2021-01-21","2015-03-03","LAPSED","Flinspach, Mack; Wickenden, Alan","Janssen Biotech, Inc.","Spruson & Ferguson","C07K14/47"
"2021210029","2021210029","","PCT/CN2021/072610","WO2021/147837","Anti-LAG3 monoclonal antibody, and preparation method therefor and use thereof","STANDARD","2021-01-19","2020-01-21","FILED","SONG, Ge; XIAO, Hui; HE, Honglin; XU, Xu; JIANG, Wei-Dong","Shanghai Henlius Biopharmaceutical Co., Ltd.; Shanghai Henlius Biotech, Inc.","Churchill Attorneys","C07K16/28"
"2021208790","2021208790","","PCT/CN2021/072483","WO2021/143902","Method and antibody for detecting HBcAg","STANDARD","2021-01-18","2020-01-19","FILED","CHEN, Zimin; XIONG, Junhui; LIU, Jiaqi; WANG, Shaojuan; GE, Shengxiang; YUAN, Quan; SONG, Liuwei; SUN, Xudong","Xiamen Innodx Biotech Co., Ltd; Xiamen University","FB Rice Pty Ltd","C07K16/18"
"2021209086","2021209086","","PCT/US2021/013477","WO2021/146454","Peptide inhibitors of interleukin-23 receptor and their use to treat inflammatory diseases","STANDARD","2021-01-14","2020-01-15","FILED","SUN, Chengzao; FREDERICK, Brian Troy; SOMANI, Sandeep; BHANDARI, Ashok; PATCH, Raymond; BARROS, Stephanie; INGENITO, Raffaele; COSTANTE, Roberto; BRANCA, Danila; BIANCHI, Elisabetta","Janssen Biotech, Inc.; Protagonist Therapeutics, Inc.","Spruson & Ferguson","C07K7/08"
"2021207653","2021207653","","PCT/US2021/013463","WO2021/146441","Peptide inhibitors of interleukin-23 receptor and their use to treat inflammatory diseases","STANDARD","2021-01-14","2020-01-15","FILED","SUN, Chengzao; FREDERICK, Brian Troy; SOMANI, Sandeep; BOURNE, Gregory Thomas; PATCH, Raymond; BHANDARI, Ashok; INGENITO, Raffaele; COSTANTE, Roberto; BRANCA, Danila; BIANCHI, Elisabetta","Janssen Biotech, Inc.; Protagonist Therapeutics, Inc.","Spruson & Ferguson","C07K7/08"
"2021200190","2021200190","","","","Antibody Fc mutants with ablated effector functions","STANDARD","2021-01-13","2009-11-30","ACCEPTED","Strohl, William; Vafa, Omid","Janssen Biotech, Inc.","Spruson & Ferguson","A61K39/00"
"2021100134","2021100134","","","","Active peptide with immunomodulatory effect, and preparation method and use thereof","INNOVATION","2021-01-11","2020-12-21","GRANTED","ZHANG, Jiuxun; ZHANG, Xuejun; TIAN, Mingzhan; ZHANG, Xiping; WEI, Wei; WANG, Shu'e","Zhongshiduqing (Shandong) Biotech Co., Ltd.","AJ Pietras IP Limited","C07K14/77"
"2021206355","2021206355","","PCT/JP2021/000543","WO2021/141121","Novel TLR9 agonists","STANDARD","2021-01-08","2020-01-10","FILED","ESASHI, Eiji","SBI Biotech Co., Ltd.","Davies Collison Cave Pty Ltd","C12N15/117"
"2021205506","2021205506","","PCT/US2021/012769","WO2021/142317","Topical compositions containing rofecoxib and methods of making and using the same","STANDARD","2021-01-08","2020-01-10","FILED","REGISTER, Robert Bruce","JF Pharma Tech LLC","Spruson & Ferguson","A61K31/341"
"2021206421","2021206421","","PCT/CN2021/070907","WO2021/139780","Anti-TIGIT antibodies, multispecific antibodies comprising the same and methods of using the same","STANDARD","2021-01-08","2020-01-10","FILED","YANG, Ming; XU, Wenfeng; JIANG, Wei-Dong; XUE, Jie","Shanghai Henlius Biotech, Inc.","Churchill Attorneys","C07K16/28"
"2021206420","2021206420","","PCT/CN2021/070903","WO2021/139777","Anti-TIGIT antibodies and usage method","STANDARD","2021-01-08","2020-01-10","FILED","YANG, Ming; XU, Wenfeng; JIANG, Wei-Dong; XUE, Jie","Shanghai Henlius Biotech, Inc.","Churchill Attorneys","C07K16/28"
"2021205565","2021205565","","PCT/CN2021/070899","WO2021/139776","Anti-TIGIT antibodies, multispecific antibodies comprising the same and methods of using the same","STANDARD","2021-01-08","2020-01-10","FILED","YANG, Ming; XU, Wenfeng; JIANG, Wei-Dong; XUE, Jie","Shanghai Henlius Biotech, Inc.","Churchill Attorneys","C07K14/46"
"2021100067","2021100067","","","","ACTIVE PEPTIDE CAPABLE OF INHIBITING HELICOBACTER PYLORI (H. PYLORI), AND PREPARATION METHOD AND USE THEREOF","INNOVATION","2021-01-07","2020-12-22","GRANTED","ZHANG, Jiuxun; ZHANG, Xuejun; TIAN, Mingzhan; ZHANG, Xiping; WEI, Wei; WANG, Huijuan; WANG, Fang; GU, Shuai","Zhongshiduqing (Shandong) Biotech Co., Ltd.","AJ Pietras IP Limited","C07K1/12"
"2021100081","2021100081","","","","Biomarker for diagnosis of bovine tuberculosis and application thereof","INNOVATION","2021-01-07","2021-01-07","GRANTED","Fang, Lichun; Wu, Jiaqiang; Qi, Lihong; Xin, Ting; Song, Lingling; Liu, Tao; Lv, Junfeng; Ju, Yan; Ai, Wu","QINGDAO INNOVATIVE DIAGNOSTICS BIOTECH CO., LTD.","Alder IP Pty Ltd","C12Q1/6883"
"2021200025","2021200025","","","","Human anti-IL-23 antibodies, compositions, methods and uses","STANDARD","2021-01-05","2005-12-29","LAPSED","Benson, Jacqueline; Carton, Jill; Cunningham, Mark; Orlovsky, Yevgeniya I.; Rauchenberger, Robert; Sweet, Raymond","Janssen Biotech, Inc.","Spruson & Ferguson","C07K16/24"
"2021205538","2021205538","","PCT/CN2021/070248","WO2021/139642","Programmed cell death receptor 1 antibody formulation and use thereof","STANDARD","2021-01-05","2020-01-06","FILED","FANG, Yuan; HAN, Dongmei","Shanghai Henlius Biotech, Inc.","Churchill Attorneys","A61K39/395"
"2020416358","2020416358","","PCT/CN2020/139310","WO2021/136082","POLYPEPTIDE ENCODED BY EB VIRUS BNLF2B GENE AND USE THEREOF IN DETECTION","STANDARD","2020-12-25","2020-01-02","GRANTED","LI, Tingdong; GE, Shengxiang; GUO, Xiaoyi; HONG, Congming; SONG, Liuwei; WEN, Shunhua; TANG, Jiabao; ZHANG, Jun; XIA, Ningshao","Beijing Wantai Biological Pharmacy Enterprise Co., Ltd.; Xiamen Innodx Biotech Co., Ltd; Xiamen University","Davies Collison Cave Pty Ltd","C07K14/435"
"2020414932","2020414932","","PCT/CN2020/139143","WO2021/129765","Claudin18.2 binding moieties and uses thereof","STANDARD","2020-12-24","2019-12-27","FILED","FAN, Xiaohu; ZHUANG, Qiuchuan; FANG, Xu; ZHANG, Qingshan; XU, Manman; FENG, Meng","Legend Biotech Ireland Limited","FB Rice Pty Ltd","C07K16/28"
"2020410998","2020410998","","PCT/EP2020/087735","WO2021/130291","Tumor-specific Claudin 18.2 antibodies","STANDARD","2020-12-23","2019-12-23","FILED","BAMMERT, Lukas; KYRYCH SADILKOVA, Lenka; HOSKOVA, Simona; IVA, Valentova; WALDMEIER, Lorenz; BEERLI, Roger; MOEBIUS, Ulrich","Sotio Biotech A.S.","Allens Patent & Trade Mark Attorneys","A61P35/00"
"2020409711","2020409711","","PCT/EP2020/087108","WO2021/123229","Synthesis of lactone derivatives and their use in the modification of proteins","STANDARD","2020-12-18","2019-12-20","FILED","MORRIS, Alexander Redfern; SUTOV, Grigorij; BRUNE, Karl Dietrich","Genie Biotech UK Ltd.","Spruson & Ferguson","A61K47/52"
"2020405147","2020405147","","PCT/US2020/066150","WO2021/127524","Compositions and methods for gene delivery to the airways and/or lungs","STANDARD","2020-12-18","2019-12-20","FILED","KRISHNAN, Suma; PARRY, Trevor; AGARWAL, Pooja; ARTUSI, Sara; YOVCHEV, Mladen","Krystal Biotech, Inc.","Griffith Hack","C12N15/86"
"2020421142","2020421142","","PCT/US2020/066059","WO2021/141758","Universal vaccines against immunogens of pathogenic organisms that provide organism-specific and cross-group protection","STANDARD","2020-12-18","2020-01-08","FILED","XU, Jian Qing; ZHANG, Xiao Yan; WANG, Jing; ZHU, Ling Yan; LUBIT, Beverly W.","CN.USA Biotech Holdings, Inc.; Lubit, Beverly W.; Wang, Jing; Xu, Jian Qing; Zhang, Xiao Yan; Zhu, Ling Yan","Spruson & Ferguson","A61K39/12"
"2020408179","2020408179","","PCT/EP2020/086993","WO2021/123142","Compounds for treatment of eye diseases associated with excessive vascularisation","STANDARD","2020-12-18","2019-12-19","FILED","ERIKSSON, Helena; KAYE, Joel; TÖRNGREN, Marie","Active Biotech AB","FB Rice Pty Ltd","A61K31/4704"
"2020407905","2020407905","","PCT/EP2020/087111","WO2021/123232","Nucleic acid vaccination using neo-epitope encoding constructs","STANDARD","2020-12-18","2019-12-18","FILED","RØNØ, Birgitte; KRINGELUM, Jens Vindahl; SØRENSEN, Anders Bundgård; TROLLE, Thomas; FRIIS, Stine","Evaxion Biotech A/S","Pizzeys Patent and Trade Mark Attorneys Pty Ltd","A61K39/00"
"2020408707","2020408707","","PCT/US2020/065474","WO2021/127088","Materials and methods for in vivo biological targeting","STANDARD","2020-12-17","2019-12-18","FILED","GANESAN, Rajkumar; SINGH, Sanjaya; GREWAL, Iqbal S.; HANSEN, Michael Riis","Janssen Biotech, Inc.","Spruson & Ferguson","A61K39/395"
"2020431973","2020431973","","PCT/CN2020/137071","WO2021/169512","Polypeptide compound and application thereof in prevention or treatment of diabetes or diabetes complication","STANDARD","2020-12-17","2020-02-24","LAPSED","JIANG, Xianxing; ZHAO, Qian","Shenzhen Turier Biotech Co., Ltd.","Griffith Hack","C07K14/605"
"2020404272","2020404272","","PCT/CN2020/136570","WO2021/121228","Single domain antibodies and chimeric antigen receptors targeting BCMA and methods of use thereof","STANDARD","2020-12-15","2019-12-16","FILED","FAN, Xiaohu; ZHUANG, Qiuchuan; ZHAO, Yuncheng; YANG, Lei; FANG, Xu; XU, Changmeng","Legend Biotech Ireland Limited","FB Rice Pty Ltd","C07K19/00"
"2020406362","2020406362","","PCT/IB2020/061968","WO2021/124104","Selective CDK4/6 inhibitor cancer therapeutics","STANDARD","2020-12-15","2019-12-16","FILED","LISANTI, Michael P.; SOTGIA, Federica; KANGASMETSA, Jussi; MAGALHÃES, Luma G.","Lunella Biotech, Inc.","Spruson & Ferguson","C07D471/04"
"2020405427","2020405427","","PCT/IB2020/061972","WO2021/124106","Selective CDK4/6 inhibitor cancer therapeutics","STANDARD","2020-12-15","2019-12-16","FILED","LISANTI, Michael P.; SOTGIA, Federica; KANGASMETSA, Jussi; MAGALHÃES, Luma G.","Lunella Biotech, Inc.","Spruson & Ferguson","C07D487/04"
"2020401338","2020401338","","PCT/EP2020/085663","WO2021/116361","Automated medium exchange strategy for suspension cells","STANDARD","2020-12-11","2019-12-11","FILED","HAUPT, Luis; HUPFELD, Julia","Repairon GmbH; Sartorius Stedim Biotech GmbH","FB Rice Pty Ltd","C12M1/00"
"2020469868","2020469868","","PCT/CN2020/135399","WO2022/062197","MEDICAL USE OF HONOKIOL","STANDARD","2020-12-10","2020-09-27","ACCEPTED","LI, Wenbin; LI, Shenglan; QIU, Neng; YE, Haoyu","BEIJING TIANTAN HOSPITAL, CAPITAL MEDICAL UNIVERSITY; CHENGDU JINRUI FOUNDATION BIOTECH CO., LTD.","FPA Patent Attorneys Pty Ltd","A61K31/05"
"2020403243","2020403243","","PCT/IB2020/061756","WO2021/116973","Smart pill bottle caps","STANDARD","2020-12-10","2019-12-12","FILED","DIUBALDI, Anthony R.; HUTCHINSON, Michael; KRULEVITCH, Peter","Janssen Biotech, Inc.","Spruson & Ferguson","A61J1/03"
"2020904571","2020904571","","","","PREPARATION OF MDMA, DIFFERENT ENANTIOMERS, POLYMORPHS, INTERMEDIATES, FORMULATIONS AND THEIR USE","PROVISIONAL","2020-12-09","","LAPSED","Chiruta, Victor; Renshaw, Robert Desmond","BIOTECH INTELLECTUAL HOLDINGS LTD","BIOTECH INTELLECTUAL HOLDINGS LTD",""
"2020103978","2020103978","","","","SEA CUCUMBER INTESTINAL PEPTIDE AND PREPARATION METHOD AND USE THEREOF","INNOVATION","2020-12-09","2020-06-29","GRANTED","Zhang, Jiuxun; Zhang, Xuejun; Tian, Mingzhan; Zhang, Xiping; Wei, Wei; Su, Peng; Pei, Zhongli","Zhongshiduqing (Shandong) Biotech Co., Ltd.","Pini IP","C07K7/06"
"2020401794","2020401794","","PCT/IB2020/061648","WO2021/116909","Method for determining severity of skin disease based on percentage of body surface area covered by lesions","STANDARD","2020-12-08","2019-12-09","FILED","CHEN, Yanqing; TANG, Charles; MUNOZ-ELIAS, Ernesto J.","Janssen Biotech, Inc.","Spruson & Ferguson","G06T7/11"
"2020401155","2020401155","","PCT/CN2020/134540","WO2021/115256","Modified DAAO enzyme and application thereof","STANDARD","2020-12-08","2019-12-09","ACCEPTED","XIE, Xinkai; XU, Wei; FAN, Junying","Hunan Lier Biotech Co., Ltd.","FB Rice Pty Ltd","C12Q1/26"
"2020103929","2020103929","","","","Bacillus coagulans strain BACO-17 with high germination rate in the intestines and its uses for promoting gastrointestinal health","INNOVATION","2020-12-07","2020-12-07","GRANTED","Chen, Wei-Jen; Chu, Hui-Fang; Wu, Shiuan-Huei; Tsai, Yu-Lun","Syngen Biotech Co., Ltd.","LAMINAR IP PTY LTD","C12N1/20"
"2020398045","2020398045","","PCT/EP2020/084831","WO2021/111003","Humanized CLDN18.2 antibodies","STANDARD","2020-12-07","2019-12-06","FILED","BAMMERT, Lukas; KYRYCH SADILKOVA, Lenka; WALDMEIER, Lorenz; BEERLI, Roger; MOEBIUS, Ulrich","Sotio Biotech A.S.","Allens Patent & Trade Mark Attorneys","C07K16/28"
"2020396055","2020396055","","PCT/AU2020/051329","WO2021/108868","Antigen loading","STANDARD","2020-12-04","2019-12-05","FILED","CLARK, Georgina Jane; LINDQUIST, Sarah Isabella Mackenzie","DendroCyte BioTech Pty Ltd","Griffith Hack","A61K39/395"
"2020395627","2020395627","","PCT/JP2020/045013","WO2021/112171","Anti-inflammatory agent for intestinal cell","STANDARD","2020-12-03","2019-12-03","FILED","HIYAMUTA, Shuichi; HIKITA, Chie; KITAZAWA, Haruki","SDS Biotech K.K.","FB Rice Pty Ltd","A61P1/00"
"2020408282","2020408282","","PCT/IB2020/061412","WO2021/123995","Liquid drug pumps with a flexible drug reservoir","STANDARD","2020-12-02","2019-12-19","FILED","CANNAMELA, Michael; KRULEVITCH, Peter; ZHAO, Ming Qi; MCKENZIE, Brandon","Janssen Biotech, Inc.","Spruson & Ferguson","A61M5/142"
"2020280987","2020280987","","","","Integrin-targeting protein and methods of use thereof","STANDARD","2020-11-30","2015-03-06","LAPSED","Liu, Zhi-Ren; Turaga, Chakra Ravi; Yang, Jenny","Georgia State University Research Foundation, Inc.; Proda Biotech LLC","Michael Buck IP","C07K14/705"
"2020390381","2020390381","","PCT/CN2020/132456","WO2021/104496","Separated antigen AXL binding protein and use thereof","STANDARD","2020-11-27","2019-11-28","FILED","LV, Ming; DING, Xiaoran; MIAO, Shiwei; TAN, Bin; WANG, Xuegong","Hangzhou Sumgen Biotech Co., Ltd.; Sumgen MAB (Beijing) Biotech Co., Ltd.","Madderns Pty Ltd","C07K16/30"
"2020392216","2020392216","","PCT/IN2020/050985","WO2021/106016","Nucleic acids, vectors, host cells and methods for production of beta-fructofuranosidase from Aspergillus niger","STANDARD","2020-11-27","2019-11-27","FILED","BEERAM, Ravi Chandra; SINHA, Dipanwita; MUSUKU, Bharath Babu; ARE, Chiranjeevi; KUMAR, Deepika","Revelations Biotech PVT Ltd","FB Rice Pty Ltd","C12N15/00"
"2020103728","2020103728","","","","A COMPOUND PROBIOTIC CHEWABLE SOFT CAPSULE FOR WHITENING TEETH","INNOVATION","2020-11-27","2018-06-07","GRANTED","Chan, Kam Hin; Yuan, Minmin","Guangzhou Procept Biotech Co., Ltd.","Madderns Pty Ltd","A23L33/135"
"2020391003","2020391003","","PCT/CN2020/132391","WO2021/104482","Polypeptide tag and application thereof in in vitro protein synthesis","STANDARD","2020-11-27","2019-11-30","FILED","GUO, Min; YU, Xue","Kangma-Healthcode (Shanghai) Biotech Co., Ltd","FPA Patent Attorneys Pty Ltd","C12N15/62"
"2020393434","2020393434","","PCT/IN2020/050986","WO2021/106017","Nucleic acids, vectors, host cells and methods for production of fructosyltransferase from Aspergillus japonicus","STANDARD","2020-11-27","2019-11-27","FILED","BEERAM, Ravi Chandra; SINHA, Dipanwita; MUSUKU, Bharath Babu; ARE, Chiranjeevi; KUMAR, Deepika","Revelations Biotech PVT Ltd","FB Rice Pty Ltd","C12N15/00"
"2020392185","2020392185","","PCT/IB2020/061105","WO2021/105887","Separation and isolation of nucleic acids using affinity ligands bound to a solid surface","STANDARD","2020-11-24","2019-11-25","FILED","HURST, Alistair J.; LEVISON, Derek W.K.; MOELLER, Uwe","EMP Biotech GmbH","Madderns Pty Ltd","C07H21/00"
"2020406347","2020406347","","PCT/IB2020/061017","WO2021/123969","Pumps with orientation independent liquid drug accessibility","STANDARD","2020-11-23","2019-12-19","FILED","NGUYEN, Jimmy; MCKENZIE, Brandon","Janssen Biotech, Inc.","Spruson & Ferguson","A61M5/142"
"2020904256","2020904256","","","","Chimeric Antigen Receptor T Cell and Method","PROVISIONAL","2020-11-18","","LAPSED","Not Given","Carina Biotech Pty Ltd","Phillips Ormonde Fitzpatrick",""
"2020904252","2020904252","","","","MICRODOSING HARMALA ALKALOIDS FROM PEGANUM HARMALA FOR WELLBEING AND CREATIVITY","PROVISIONAL","2020-11-18","","LAPSED","Chiruta, Victor; Renshaw, Robert Desmond","BIOTECH INTELLECTUAL HOLDINGS LTD","BIOTECH INTELLECTUAL HOLDINGS LTD",""
"2020387709","2020387709","","PCT/IB2020/060826","WO2021/099944","Anti-CD79 chimeric antigen receptors, CAR-T cells, and uses thereof","STANDARD","2020-11-17","2019-11-18","FILED","GANESAN, Rajkumar; LASORSA, Elena; PHILIPPAR, Ulrike","Janssen Biotech, Inc.","Spruson & Ferguson","C07K14/725"
"2020405410","2020405410","","PCT/IB2020/060751","WO2021/123953","Injection pump needle mechanics","STANDARD","2020-11-16","2019-12-19","FILED","VESOLE, Steven M.; MCKENZIE, Brandon; UHLAND, Scott","Janssen Biotech, Inc.","Spruson & Ferguson","A61M5/142"
"2020904193","2020904193","","","","Dietary Terpenes For Use In Medical Foods","PROVISIONAL","2020-11-16","","LAPSED","Chiruta, Victor; Renshaw, Robert Desmond","BIOTECH INTELLECTUAL HOLDINGS LTD","BIOTECH INTELLECTUAL HOLDINGS LTD",""
"2020383893","2020383893","","PCT/IB2020/060710","WO2021/095003","Drug delivery device sensing modules","STANDARD","2020-11-13","2019-11-13","FILED","KRULEVITCH, Peter; DIUBALDI, Anthony R.; ALBERTINI, Francesco N.; JAIN, Sanjay; SARGENT, Bradley; NATHANSON, Jared; CHRISTOPHER, Kevin","Janssen Biotech, Inc.","Spruson & Ferguson","A61M5/178"
"2020267284","2020267284","","","","EGFR and c-Met-fibronectin type III domain binding molecules","STANDARD","2020-11-13","2012-11-21","GRANTED","Anderson, Mark; Attar, Ricardo; Diem, Michael; Hyun, Linus; Jacobs, Steven; King, Alastair; Klein, Donna; Moores, Sheri; O'Neil, Karyn; Picha, Kristen","Janssen Biotech, Inc.","Spruson & Ferguson","C07K14/00"
